Identifiant,Tokens,revisions,manual annotaion,Pages,last revised page, Author,Commentaries,Printer,Date,Place,Link,Holding institution,Call number
Lambertus_C1_C2,29065,18329 = 63%,2421,79/119 = 66%, 2012964.png, Lambert Daneau,Epistolam ad Timotheum,Eustathius Vignon,1577,Genève,https://doi.org/10.3931/e-rara-6338,Bibliothèque de Genève,BGE Cti 1753 BGE S 22877
